match_date,league,home_team,away_team,home_goals,away_goals,home_xg,away_xg,home_injury_impact,away_injury_impact,home_motivation,away_motivation,home_rest_days,away_rest_days,result
2023-11-20,UEFA Champions League,Man City,Real Madrid,1,0,0.96,0.1,0.05,0.41,0.56,0.89,6,6,H
2023-11-27,UEFA Champions League,Man City,Real Madrid,1,0,0.45,0.34,0.96,0.46,0.91,0.07,5,4,H
2023-12-04,UEFA Champions League,Man City,PSG,1,1,0.83,2.89,0.81,0.55,0.14,0.76,2,7,D
2023-12-11,UEFA Champions League,PSG,Man City,2,1,2.47,1.88,1.25,0.38,0.78,0.57,3,6,H
2023-12-18,UEFA Champions League,PSG,Real Madrid,1,0,2.16,0.1,1.32,1.29,0.35,0.35,6,2,H
2023-12-25,UEFA Champions League,PSG,Real Madrid,1,1,1.02,0.9,1.21,0.44,0.67,0.28,5,7,D
2024-01-01,UEFA Champions League,Real Madrid,Man City,1,1,0.81,0.91,0.53,1.12,0.41,0.59,2,7,D
2024-01-08,UEFA Champions League,Real Madrid,PSG,1,0,0.52,0.1,1.08,1.67,0.97,0.66,5,2,H
2024-01-15,UEFA Champions League,PSG,Bayern,3,1,2.83,1.12,0.94,0.63,0.76,0.34,3,3,H
2024-01-22,UEFA Champions League,Man City,PSG,1,1,1.02,1.59,1.72,0.19,0.51,0.09,7,2,D
2024-01-29,UEFA Champions League,Man City,Real Madrid,1,2,1.99,2.69,0.13,1.2,0.53,0.28,7,4,A
2024-02-05,UEFA Champions League,Man City,PSG,0,1,0.31,1.64,1.69,0.9,0.71,0.26,4,7,A
2024-02-12,UEFA Champions League,Real Madrid,PSG,0,0,0.1,0.3,1.06,0.65,0.32,0.45,6,2,D
2024-02-19,UEFA Champions League,Bayern,PSG,1,1,0.74,1.4,1.5,0.34,0.57,0.18,3,4,D
2024-02-26,UEFA Champions League,Man City,Real Madrid,0,0,0.1,0.37,0.7,0.89,0.24,0.63,2,7,D
2024-03-04,UEFA Champions League,Man City,Real Madrid,1,2,1.07,2.42,1.56,0.89,0.63,0.43,3,3,A
2024-03-11,UEFA Champions League,Man City,Bayern,2,2,1.43,1.43,0.13,1.0,0.68,0.36,4,5,D
2024-03-18,UEFA Champions League,PSG,Man City,2,0,1.59,0.75,0.41,1.28,0.67,0.45,5,4,H
2024-03-25,UEFA Champions League,Man City,Real Madrid,4,1,3.21,1.77,0.69,0.62,0.74,0.56,5,4,H
2024-04-01,UEFA Champions League,PSG,Man City,1,0,1.34,0.1,1.05,0.2,0.43,0.36,4,2,H
2024-04-08,UEFA Champions League,Man City,Real Madrid,0,1,0.1,1.16,1.26,0.06,0.48,0.0,4,7,A
2024-04-15,UEFA Champions League,PSG,Bayern,2,0,2.26,0.1,1.56,0.36,0.08,0.26,6,3,H
